"revenue","outcalls","incalls","months","eqpdays","webcap","marryyes","travel","pcown","creditcd","retcalls","churndep"
101.64,6.67,1.0,27.0,565.0,"1","0","0","0","1",0.0,"0"
31.32,4.67,1.0,14.0,404.0,"1","0","0","0","0",0.0,"0"
30.24,10.0,1.0,23.0,408.0,"0","0","0","0","1",0.0,"0"
35.45,0.67,0.0,24.0,500.0,"1","0","0","0","0",0.0,"0"
61.48,20.0,4.67,17.0,516.0,"1","0","0","0","1",0.0,"0"
41.47,45.0,2.33,18.0,541.0,"1","1","0","0","1",0.0,"0"
19.99,0.0,0.0,20.0,578.0,"1","1","0","0","1",0.0,"0"
57.36,23.67,10.67,18.0,549.0,"1","0","0","0","1",0.0,"0"
11.49,14.0,10.33,15.0,464.0,"1","0","0","0","0",0.0,"0"
32.56,7.67,4.33,13.0,402.0,"1","0","0","0","0",0.0,"0"
36.39,34.67,0.0,14.0,395.0,"1","1","0","0","0",0.0,"0"
71.01,27.0,9.33,51.0,872.0,"1","0","0","0","1",0.0,"0"
30.15,3.0,0.0,18.0,546.0,"1","1","0","1","1",0.0,"0"
30.49,1.0,0.0,19.0,556.0,"1","1","0","0","1",0.0,"0"
30.53,3.67,0.67,13.0,393.0,"1","0","0","0","0",0.0,"0"
27.4,0.0,0.33,18.0,550.0,"1","0","0","1","1",0.0,"0"
136.08,74.33,20.33,11.0,317.0,"1","0","0","0","0",0.0,"0"
45.74,24.33,10.67,20.0,582.0,"1","0","0","0","1",0.0,"0"
66.48,38.67,9.67,13.0,381.0,"1","1","0","0","0",0.0,"0"
31.67,3.67,0.0,18.0,544.0,"1","1","0","1","1",0.0,"0"
65.36,17.33,0.67,11.0,334.0,"1","1","0","0","0",0.0,"0"
48.8,7.33,1.0,17.0,518.0,"1","0","0","1","1",0.0,"0"
21.81,0.0,0.0,19.0,565.0,"1","1","0","0","1",0.0,"0"
31.01,20.33,2.33,13.0,397.0,"1","0","0","0","0",0.0,"0"
145.97,38.0,20.67,15.0,451.0,"1","0","0","0","1",0.0,"0"
41.29,9.0,2.0,14.0,395.0,"1","0","0","0","0",0.0,"0"
204.27,42.33,10.67,17.0,275.0,"1","0","0","0","0",0.0,"0"
45.15,36.67,1.0,12.0,367.0,"1","0","0","0","0",0.0,"0"
44.79,14.67,0.0,14.0,385.0,"1","0","0","0","0",0.0,"0"
72.69,22.67,3.67,12.0,345.0,"1","0","0","0","0",0.0,"0"
39.29,38.67,22.33,21.0,634.0,"1","1","0","0","1",0.0,"0"
49.63,91.33,36.67,23.0,687.0,"1","0","0","0","1",0.0,"0"
45.09,1.0,0.0,13.0,374.0,"1","0","0","0","0",0.0,"0"
29.99,16.33,0.0,18.0,545.0,"1","1","0","0","1",0.0,"0"
34.99,11.67,2.0,13.0,391.0,"1","1","0","0","0",0.0,"0"
48.32,0.0,0.0,12.0,360.0,"1","0","0","0","0",0.0,"0"
105.51,25.0,0.0,10.0,277.0,"1","0","0","0","0",0.0,"0"
31.72,0.33,0.0,18.0,543.0,"1","0","0","0","1",0.0,"0"
81.54,43.67,15.67,17.0,526.0,"1","0","0","0","1",0.0,"0"
30.26,20.33,2.67,19.0,563.0,"1","0","0","1","1",0.0,"0"
30.27,9.67,4.0,19.0,567.0,"1","1","0","1","1",0.0,"0"
31.15,24.0,6.67,19.0,574.0,"1","0","0","1","1",0.0,"0"
51.2,13.33,4.0,16.0,217.0,"0","0","0","0","0",0.0,"0"
33.83,20.67,5.0,19.0,566.0,"1","0","0","0","1",0.0,"0"
31.39,27.0,6.0,20.0,582.0,"1","0","0","0","1",0.0,"0"
10.04,0.0,0.0,20.0,587.0,"1","1","0","0","1",0.0,"0"
76.81,49.33,9.33,35.0,505.0,"0","0","0","1","1",0.0,"0"
30.87,2.67,1.67,19.0,559.0,"1","1","1","0","1",0.0,"0"
53.44,0.0,0.0,12.0,354.0,"1","0","0","0","0",0.0,"0"
45.78,6.0,2.0,17.0,523.0,"1","0","0","0","1",0.0,"0"
30.19,5.67,0.33,14.0,401.0,"1","0","0","0","0",0.0,"0"
23.06,32.67,7.0,20.0,594.0,"1","0","0","1","1",0.0,"0"
51.52,0.0,0.0,12.0,356.0,"1","0","0","0","0",0.0,"0"
49.53,9.0,1.33,28.0,528.0,"1","0","0","0","0",0.0,"0"
62.66,53.33,22.33,19.0,587.0,"1","0","0","0","1",0.0,"0"
33.49,8.33,4.0,19.0,563.0,"1","1","0","0","1",0.0,"0"
69.99,22.67,13.0,14.0,396.0,"1","0","0","0","0",0.0,"0"
52.66,56.33,16.67,17.0,457.0,"1","0","0","0","0",0.0,"0"
52.68,4.33,0.0,17.0,509.0,"1","0","0","0","1",0.0,"0"
20.81,0.33,0.0,18.0,554.0,"1","1","1","0","1",0.0,"0"
29.99,0.0,0.0,18.0,544.0,"1","1","1","0","1",0.0,"0"
33.27,8.67,5.33,19.0,567.0,"1","1","0","1","1",0.0,"0"
141.54,48.67,7.33,13.0,393.0,"1","1","0","0","1",0.0,"0"
136.13,31.33,3.67,14.0,398.0,"1","0","0","0","1",0.0,"0"
15.81,0.0,0.0,14.0,415.0,"1","0","0","0","0",0.0,"0"
72.39,9.67,0.33,19.0,509.0,"1","0","0","0","1",0.0,"0"
93.87,4.67,0.0,15.0,443.0,"1","0","0","0","1",0.0,"0"
30.0,3.0,1.67,19.0,559.0,"1","1","0","0","1",0.0,"0"
91.61,43.67,8.0,16.0,480.0,"1","1","0","0","1",0.0,"0"
71.78,28.67,7.0,14.0,375.0,"1","0","0","0","0",0.0,"0"
41.11,14.0,2.33,17.0,528.0,"1","1","0","0","1",0.0,"0"
53.57,12.67,7.0,12.0,374.0,"1","0","0","0","0",0.0,"0"
29.99,0.0,0.0,14.0,399.0,"1","0","0","0","0",0.0,"0"
72.4,37.0,8.67,17.0,513.0,"1","0","0","0","1",0.0,"0"
59.99,13.67,4.0,13.0,368.0,"1","0","0","0","0",0.0,"0"
48.46,4.0,0.0,18.0,523.0,"1","1","0","0","1",0.0,"0"
67.99,0.0,0.0,16.0,481.0,"1","0","0","1","1",0.0,"0"
50.24,0.67,0.0,18.0,521.0,"1","0","0","0","1",0.0,"0"
29.29,2.67,5.67,18.0,561.0,"1","1","0","1","1",0.0,"0"
96.46,6.33,1.67,30.0,600.0,"1","1","0","0","1",0.0,"0"
32.19,9.67,0.67,23.0,401.0,"0","1","0","1","1",0.0,"0"
32.24,0.0,0.0,14.0,396.0,"1","0","0","0","0",0.0,"0"
110.98,0.0,0.0,8.0,248.0,"1","0","0","0","0",0.0,"0"
70.04,62.33,16.0,19.0,558.0,"1","0","0","0","1",0.0,"0"
4.2,0.33,0.0,55.0,761.0,"0","1","0","1","1",0.0,"0"
39.12,32.0,1.0,13.0,381.0,"1","0","0","0","0",0.0,"0"
41.09,5.33,0.0,17.0,520.0,"1","0","0","0","1",0.0,"0"
29.47,13.67,6.0,14.0,417.0,"1","0","0","0","0",0.0,"0"
77.67,57.0,36.33,15.0,467.0,"1","0","0","0","0",0.0,"0"
34.83,7.67,0.0,18.0,537.0,"1","0","0","0","1",0.0,"0"
31.72,4.0,0.0,17.0,530.0,"1","1","0","1","1",0.0,"0"
51.28,23.0,4.33,31.0,667.0,"1","1","0","1","1",0.0,"0"
30.0,22.67,17.0,21.0,625.0,"1","0","0","0","1",0.0,"0"
71.32,32.67,3.0,11.0,331.0,"1","0","0","0","0",0.0,"0"
78.59,9.0,1.67,11.0,319.0,"1","0","0","0","0",0.0,"0"
103.78,46.33,12.67,11.0,325.0,"1","0","0","0","0",0.0,"0"
86.75,15.67,0.0,11.0,305.0,"1","0","0","0","0",0.0,"0"
39.33,12.33,0.67,12.0,369.0,"1","0","0","0","0",0.0,"0"
31.06,10.0,0.67,12.0,378.0,"1","1","0","0","0",0.0,"0"
37.27,5.33,4.33,14.0,403.0,"1","0","0","0","0",0.0,"0"
33.99,0.0,0.0,13.0,383.0,"1","0","0","0","0",0.0,"0"
50.16,16.67,0.0,18.0,520.0,"1","0","1","1","1",0.0,"0"
53.41,8.67,5.0,19.0,542.0,"1","0","0","0","1",0.0,"0"
24.42,25.33,8.33,20.0,594.0,"1","0","0","0","1",0.0,"0"
126.44,27.0,0.0,13.0,385.0,"1","1","0","0","1",0.0,"0"
46.35,7.67,0.33,12.0,360.0,"1","0","0","0","0",0.0,"0"
58.98,52.67,29.67,30.0,622.0,"1","0","0","0","0",0.0,"0"
51.79,0.0,0.0,12.0,353.0,"1","0","0","0","0",0.0,"0"
36.46,4.0,0.0,13.0,380.0,"1","0","0","0","0",0.0,"0"
15.43,7.67,0.0,25.0,630.0,"1","0","0","1","1",0.0,"0"
97.02,32.33,12.0,12.0,340.0,"1","0","0","0","0",0.0,"0"
32.61,12.33,3.0,13.0,393.0,"1","0","0","0","0",0.0,"0"
34.45,9.67,4.67,19.0,561.0,"1","1","0","1","1",0.0,"0"
29.99,0.0,0.0,14.0,397.0,"1","0","0","0","0",0.0,"0"
97.35,33.33,10.67,11.0,325.0,"1","0","0","0","0",0.0,"0"
44.2,3.67,0.0,13.0,371.0,"1","0","0","0","0",0.0,"0"
100.25,15.0,4.33,16.0,457.0,"1","1","0","0","1",0.0,"0"
33.06,18.0,14.0,20.0,601.0,"1","0","0","0","1",0.0,"0"
50.24,7.67,0.0,18.0,519.0,"1","0","0","0","1",0.0,"0"
18.03,13.33,5.0,14.0,425.0,"1","0","0","0","0",0.0,"0"
50.0,5.33,4.0,47.0,832.0,"1","0","0","0","1",0.0,"0"
106.85,33.0,4.67,14.0,430.0,"1","1","0","0","1",0.0,"0"
74.62,20.67,0.0,11.0,317.0,"1","0","0","0","0",0.0,"0"
42.89,24.67,9.67,14.0,412.0,"1","0","0","0","0",0.0,"0"
125.66,35.0,8.67,9.0,267.0,"1","0","0","0","0",0.0,"0"
75.24,88.0,33.33,21.0,624.0,"1","0","0","0","1",0.0,"0"
81.73,27.67,10.67,21.0,548.0,"1","0","1","0","1",0.0,"0"
122.04,15.0,19.33,11.0,324.0,"1","0","0","0","0",0.0,"0"
53.68,8.0,0.0,21.0,546.0,"1","1","0","0","1",0.0,"0"
86.28,63.0,20.67,14.0,398.0,"1","1","0","0","0",0.0,"0"
64.24,7.67,0.0,30.0,525.0,"1","0","0","0","0",0.0,"0"
30.26,3.33,0.33,17.0,531.0,"1","1","1","1","1",0.0,"0"
31.82,7.67,0.33,19.0,550.0,"1","1","0","0","1",0.0,"0"
117.83,23.0,4.0,9.0,261.0,"1","0","0","0","0",0.0,"0"
30.0,29.33,4.33,13.0,399.0,"1","0","0","0","0",0.0,"0"
70.48,0.0,0.67,11.0,323.0,"1","0","0","0","0",0.0,"0"
39.99,6.67,3.67,19.0,551.0,"1","0","0","0","1",0.0,"0"
37.99,0.0,0.0,13.0,377.0,"1","0","0","0","0",0.0,"0"
34.87,31.67,7.67,20.0,579.0,"1","1","0","0","1",0.0,"0"
35.76,18.67,0.67,18.0,536.0,"1","0","0","0","1",0.0,"0"
69.99,8.67,1.33,16.0,480.0,"1","0","0","0","1",0.0,"0"
71.44,7.33,7.0,17.0,506.0,"1","1","1","0","1",0.0,"0"
32.78,12.0,2.0,14.0,399.0,"1","0","0","0","0",0.0,"0"
62.38,15.0,0.0,40.0,733.0,"1","1","0","0","1",0.0,"0"
40.35,21.0,3.0,12.0,373.0,"1","0","0","0","0",0.0,"0"
38.45,22.0,2.0,18.0,537.0,"1","0","0","0","1",0.0,"0"
44.34,14.67,2.67,13.0,378.0,"1","1","0","0","0",0.0,"0"
27.77,2.67,2.67,13.0,396.0,"1","0","0","0","0",0.0,"0"
135.12,73.33,28.0,16.0,490.0,"1","1","0","0","1",0.0,"0"
24.37,12.33,4.0,31.0,693.0,"1","1","0","0","1",0.0,"0"
38.05,1.0,9.33,35.0,633.0,"1","0","0","0","0",0.0,"0"
32.3,29.0,5.67,19.0,565.0,"1","0","0","0","1",0.0,"0"
91.24,23.67,3.67,17.0,474.0,"1","0","0","0","1",0.0,"0"
32.69,8.0,1.33,18.0,541.0,"1","0","0","0","1",0.0,"0"
206.13,11.0,0.0,9.0,152.0,"1","0","0","0","0",0.0,"0"
10.0,0.0,2.0,19.0,578.0,"1","1","0","0","1",0.0,"0"
61.94,0.0,0.0,12.0,340.0,"1","0","0","0","0",0.0,"0"
32.87,0.0,0.0,13.0,382.0,"1","1","0","0","0",0.0,"0"
39.58,21.67,33.33,8.0,231.0,"0","0","0","0","0",0.0,"0"
62.77,0.0,0.0,12.0,339.0,"1","0","0","0","0",0.0,"0"
30.27,10.67,7.0,19.0,571.0,"1","0","0","1","1",0.0,"0"
74.86,27.0,26.67,15.0,438.0,"1","0","0","0","0",0.0,"0"
71.68,45.67,0.0,18.0,494.0,"1","1","0","0","1",0.0,"0"
40.09,3.33,0.0,17.0,518.0,"1","0","0","0","1",0.0,"0"
37.98,3.67,1.33,19.0,545.0,"1","0","0","0","1",0.0,"0"
29.99,13.0,2.67,14.0,403.0,"1","0","0","0","0",0.0,"0"
33.79,5.0,0.0,18.0,535.0,"1","0","0","0","1",0.0,"0"
17.15,0.0,0.0,18.0,553.0,"1","1","0","0","1",0.0,"0"
28.49,0.33,0.33,19.0,552.0,"1","1","1","1","1",0.0,"0"
29.99,2.0,0.33,18.0,540.0,"1","0","0","1","1",0.0,"0"
39.99,0.67,0.0,18.0,528.0,"1","0","0","1","1",0.0,"0"
39.93,1.0,0.0,12.0,363.0,"1","0","0","0","0",0.0,"0"
63.04,7.0,0.67,24.0,567.0,"1","0","1","0","1",0.0,"0"
97.23,12.0,8.33,15.0,357.0,"1","0","0","0","0",0.0,"0"
35.31,2.33,1.0,18.0,536.0,"1","0","0","0","1",0.0,"0"
76.46,19.67,2.0,25.0,464.0,"1","0","0","0","0",0.0,"0"
90.96,38.0,10.33,16.0,483.0,"1","1","0","1","1",0.0,"0"
18.65,19.33,6.0,14.0,425.0,"1","0","0","0","0",0.0,"0"
76.85,37.0,2.67,16.0,475.0,"1","0","0","0","1",0.0,"0"
29.41,7.0,0.0,14.0,395.0,"1","0","0","0","0",0.0,"0"
133.24,15.0,29.33,11.0,340.0,"1","0","0","0","0",0.0,"0"
10.23,5.67,1.33,10.0,288.0,"0","0","0","0","1",0.0,"0"
37.29,42.33,22.67,16.0,476.0,"1","0","0","0","0",0.0,"0"
16.98,19.33,5.0,15.0,434.0,"1","0","0","0","0",0.0,"0"
10.0,0.0,0.0,20.0,581.0,"1","1","0","0","1",0.0,"0"
33.99,14.33,2.67,14.0,398.0,"1","0","0","0","0",0.0,"0"
30.0,14.67,0.0,17.0,528.0,"1","0","1","0","1",0.0,"0"
30.37,7.67,0.67,12.0,375.0,"1","0","0","0","0",0.0,"0"
85.67,9.0,0.0,10.0,292.0,"1","0","0","0","0",0.0,"0"
26.02,0.33,0.0,19.0,553.0,"1","0","0","0","1",0.0,"0"
82.21,1.33,0.0,11.0,306.0,"1","0","0","0","0",0.0,"0"
49.99,29.33,0.33,11.0,342.0,"1","0","0","0","0",0.0,"0"
79.13,11.33,3.33,10.0,309.0,"1","0","0","0","0",0.0,"0"
35.56,8.33,0.33,18.0,533.0,"1","0","0","0","1",0.0,"0"
50.4,44.67,5.0,18.0,531.0,"1","1","0","0","1",0.0,"0"
99.36,26.33,3.0,14.0,430.0,"1","1","0","0","1",0.0,"0"
56.92,0.0,0.0,17.0,305.0,"0","0","0","0","1",0.0,"0"
30.78,2.0,0.33,18.0,538.0,"1","1","0","1","1",0.0,"0"
10.3,1.33,1.0,20.0,583.0,"1","0","0","0","1",0.0,"0"
34.99,15.0,7.67,13.0,401.0,"1","0","0","0","0",0.0,"0"
10.94,11.33,4.0,19.0,581.0,"1","1","0","0","1",0.0,"0"
49.99,6.0,0.67,12.0,353.0,"1","0","0","0","0",0.0,"0"
65.13,40.33,27.67,16.0,460.0,"1","0","0","0","0",0.0,"0"
29.99,3.67,0.33,13.0,384.0,"1","0","0","0","0",0.0,"0"
54.51,79.67,27.0,15.0,459.0,"1","0","0","0","0",0.0,"0"
10.0,0.0,0.0,10.0,283.0,"0","1","0","0","1",0.0,"0"
38.58,22.33,4.0,28.0,541.0,"1","0","0","0","0",0.0,"0"
14.25,16.33,1.33,9.0,272.0,"0","0","0","0","1",0.0,"0"
33.61,2.0,0.67,17.0,525.0,"1","1","0","1","1",0.0,"0"
43.68,4.67,0.33,17.0,513.0,"1","1","0","1","1",0.0,"0"
48.59,2.33,0.0,18.0,517.0,"1","1","0","1","1",0.0,"0"
30.14,7.0,3.0,17.0,433.0,"1","0","0","0","0",0.0,"0"
34.99,0.33,1.33,13.0,381.0,"1","1","0","0","0",0.0,"0"
9.92,0.33,1.33,15.0,429.0,"1","0","0","0","0",0.0,"0"
28.28,4.0,1.33,19.0,553.0,"1","1","0","1","1",0.0,"0"
41.69,15.0,1.0,12.0,362.0,"1","0","0","0","0",0.0,"0"
320.33,95.33,9.0,21.0,279.0,"1","0","0","0","1",0.0,"0"
76.9,13.67,5.0,10.0,315.0,"1","0","0","0","0",0.0,"0"
39.72,4.67,1.33,12.0,365.0,"1","0","0","0","0",0.0,"0"
36.18,65.67,19.33,16.0,465.0,"1","0","0","0","0",0.0,"0"
34.69,1.33,0.67,17.0,523.0,"1","1","0","0","1",0.0,"0"
26.69,3.67,1.33,18.0,544.0,"1","0","0","0","1",0.0,"0"
82.19,42.33,12.67,18.0,518.0,"1","0","0","0","1",0.0,"0"
48.33,1.67,0.0,53.0,686.0,"0","1","0","0","1",0.0,"0"
31.16,0.33,0.0,18.0,535.0,"1","1","1","1","1",0.0,"0"
109.58,18.33,3.33,10.0,274.0,"1","0","0","0","0",0.0,"0"
30.11,1.33,0.0,18.0,536.0,"1","0","0","0","1",0.0,"0"
29.99,1.0,0.0,18.0,536.0,"1","0","1","1","1",0.0,"0"
50.44,0.0,0.0,16.0,493.0,"1","1","0","0","1",0.0,"0"
132.89,184.67,12.33,14.0,420.0,"1","1","0","0","1",0.0,"0"
51.76,26.67,2.33,17.0,509.0,"1","1","0","1","1",0.0,"0"
30.51,5.0,0.33,17.0,526.0,"1","0","0","0","1",0.0,"0"
36.12,17.67,10.33,19.0,571.0,"1","0","0","0","1",0.0,"0"
75.48,31.33,4.33,17.0,489.0,"1","1","0","0","1",0.0,"0"
54.77,26.0,0.0,16.0,488.0,"1","0","0","0","1",0.0,"0"
37.98,0.33,0.0,12.0,362.0,"1","0","0","0","0",0.0,"0"
49.47,15.0,1.0,17.0,507.0,"1","0","0","0","1",0.0,"0"
42.45,2.67,0.67,12.0,359.0,"1","0","0","0","0",0.0,"0"
250.76,0.0,0.0,17.0,182.0,"1","0","0","0","0",0.0,"0"
35.47,7.33,4.33,19.0,553.0,"1","1","0","1","1",0.0,"0"
30.51,0.0,0.0,8.0,238.0,"0","0","0","1","1",0.0,"0"
36.33,23.0,3.0,13.0,383.0,"1","0","0","0","0",0.0,"0"
34.66,9.67,0.33,25.0,501.0,"1","0","0","0","0",0.0,"0"
30.26,9.33,0.67,18.0,537.0,"1","1","0","0","1",0.0,"0"
84.74,30.33,9.0,12.0,338.0,"1","0","0","0","0",0.0,"0"
49.09,5.67,3.0,17.0,513.0,"1","1","0","0","1",0.0,"0"
77.56,0.0,0.0,9.0,287.0,"1","0","0","0","0",0.0,"0"
16.99,0.33,0.33,18.0,550.0,"1","1","0","1","1",0.0,"0"
76.73,67.67,11.67,17.0,509.0,"1","0","1","1","1",0.0,"0"
55.01,0.0,0.0,25.0,580.0,"1","1","0","0","1",0.0,"0"
99.68,47.0,15.0,17.0,494.0,"1","0","0","0","1",0.0,"0"
33.06,15.67,10.0,19.0,572.0,"1","1","0","0","1",0.0,"0"
35.77,4.67,2.33,17.0,525.0,"1","0","0","1","1",0.0,"0"
24.02,0.33,0.0,37.0,738.0,"1","1","1","1","1",0.0,"0"
12.01,3.33,3.67,14.0,421.0,"1","0","0","0","0",0.0,"0"
10.0,0.0,0.0,14.0,412.0,"1","0","0","0","0",0.0,"0"
43.56,63.33,7.33,18.0,542.0,"1","0","0","0","1",0.0,"0"
30.41,6.0,0.33,18.0,535.0,"1","1","0","1","1",0.0,"0"
53.41,39.0,2.67,12.0,352.0,"1","0","0","0","0",0.0,"0"
60.53,0.67,0.0,15.0,470.0,"1","1","0","0","1",0.0,"0"
86.98,67.67,18.0,18.0,527.0,"1","1","0","0","1",0.0,"0"
44.98,0.0,0.0,12.0,353.0,"1","0","0","0","0",0.0,"0"
30.91,10.33,8.33,19.0,569.0,"1","1","0","1","1",0.0,"0"
47.48,3.33,2.0,22.0,460.0,"1","0","0","0","0",0.0,"0"
15.69,11.33,11.33,20.0,605.0,"1","1","0","1","1",0.0,"0"
74.99,22.33,5.0,17.0,490.0,"1","0","0","0","1",0.0,"0"
54.59,12.33,0.33,11.0,333.0,"1","0","0","0","0",0.0,"0"
42.52,19.0,3.33,13.0,376.0,"1","0","0","0","0",0.0,"0"
29.99,0.0,0.0,12.0,369.0,"1","0","0","0","0",0.0,"0"
34.43,118.67,19.67,15.0,455.0,"1","0","0","0","0",0.0,"0"
61.39,0.0,0.0,10.0,314.0,"1","0","0","0","0",0.0,"0"
22.85,3.0,0.0,13.0,387.0,"1","1","0","0","0",0.0,"0"
60.85,50.33,7.33,19.0,430.0,"1","0","0","0","0",0.0,"0"
76.48,57.67,8.33,11.0,333.0,"1","0","0","0","0",0.0,"0"
52.74,18.67,6.33,12.0,363.0,"1","0","0","0","0",0.0,"0"
49.91,24.67,5.33,12.0,363.0,"1","0","0","0","0",0.0,"0"
156.72,68.33,5.0,32.0,453.0,"1","0","0","0","0",0.0,"0"
34.99,13.33,2.33,18.0,535.0,"1","0","0","0","1",0.0,"0"
47.49,36.67,3.67,17.0,515.0,"1","1","0","0","1",0.0,"0"
26.56,0.0,0.0,12.0,372.0,"1","0","0","0","0",0.0,"0"
30.0,10.0,0.67,18.0,535.0,"1","1","0","1","1",0.0,"0"
29.99,2.67,1.33,18.0,537.0,"1","1","0","0","1",0.0,"0"
30.98,9.67,3.0,12.0,376.0,"1","0","0","0","0",0.0,"0"
60.22,6.0,0.0,12.0,335.0,"1","0","0","0","0",0.0,"0"
72.32,0.0,0.0,10.0,301.0,"1","0","0","0","0",0.0,"0"
59.56,33.67,34.33,21.0,636.0,"1","1","0","0","1",0.0,"0"
47.74,0.0,0.0,17.0,503.0,"1","1","0","0","1",0.0,"0"
9.8,1.67,0.67,19.0,567.0,"1","1","1","1","1",0.0,"0"
12.95,14.33,4.0,20.0,584.0,"1","1","1","1","1",0.0,"0"
52.22,3.67,0.67,17.0,500.0,"1","0","1","0","1",0.0,"0"
56.15,96.33,14.67,13.0,394.0,"1","0","0","0","0",0.0,"0"
10.0,0.0,0.0,14.0,410.0,"1","0","0","0","0",0.0,"0"
47.59,22.0,2.0,17.0,509.0,"1","0","0","0","1",0.0,"0"
188.31,162.67,41.33,10.0,300.0,"1","0","0","0","0",0.0,"0"
42.29,0.0,0.0,12.0,354.0,"1","0","0","0","0",0.0,"0"
202.38,0.0,0.0,8.0,241.0,"1","1","0","0","1",0.0,"0"
30.26,0.33,0.0,18.0,532.0,"1","1","0","1","1",0.0,"0"
90.68,57.67,42.67,15.0,462.0,"1","0","0","0","0",0.0,"0"
40.48,28.33,5.67,18.0,538.0,"1","0","0","0","1",0.0,"0"
55.6,22.0,8.0,13.0,374.0,"1","0","0","0","0",0.0,"0"
122.2,15.33,8.67,9.0,262.0,"1","0","0","0","0",0.0,"0"
26.78,0.0,0.0,13.0,381.0,"1","0","0","0","0",0.0,"0"
19.99,1.0,0.0,18.0,543.0,"1","0","0","0","1",0.0,"0"
43.59,3.67,0.0,20.0,538.0,"1","0","0","0","1",0.0,"0"
200.73,49.33,11.0,24.0,339.0,"1","0","0","0","0",0.0,"0"
29.99,0.67,0.0,18.0,532.0,"1","1","0","0","1",0.0,"0"
218.56,228.33,43.67,14.0,418.0,"1","0","0","0","1",0.0,"0"
76.3,45.0,26.0,13.0,406.0,"1","0","0","0","0",0.0,"0"
177.86,127.67,29.33,15.0,429.0,"1","1","0","0","1",0.0,"0"
51.81,27.33,2.0,7.0,207.0,"0","1","0","0","1",0.0,"0"
100.49,37.33,14.67,10.0,314.0,"1","0","0","0","0",0.0,"0"
10.0,1.67,0.0,19.0,564.0,"1","1","0","0","1",0.0,"0"
139.88,4.33,0.0,12.0,350.0,"1","0","0","0","1",0.0,"0"
74.99,0.0,0.0,16.0,462.0,"1","0","1","0","1",0.0,"0"
42.23,3.67,0.0,17.0,508.0,"1","0","0","0","1",0.0,"0"
141.0,67.67,18.67,22.0,509.0,"1","1","0","0","1",0.0,"0"
57.97,19.33,3.0,20.0,531.0,"1","1","0","0","1",0.0,"0"
52.56,1.33,0.0,12.0,342.0,"1","0","0","0","0",0.0,"0"
93.84,73.0,4.33,15.0,444.0,"1","1","0","0","1",0.0,"0"
61.27,5.67,7.0,19.0,529.0,"1","0","0","0","1",0.0,"0"
33.44,2.0,0.0,13.0,373.0,"1","0","0","0","0",0.0,"0"
29.99,11.33,0.0,12.0,366.0,"1","0","0","0","0",0.0,"0"
30.27,0.0,0.0,19.0,541.0,"1","1","0","0","1",0.0,"0"
50.24,26.0,26.67,15.0,456.0,"1","0","0","0","0",0.0,"0"
50.38,14.0,15.33,14.0,411.0,"1","0","0","0","0",0.0,"0"
52.43,29.33,0.0,17.0,496.0,"1","1","0","0","1",0.0,"0"
77.51,13.67,1.33,9.0,287.0,"1","0","0","0","0",0.0,"0"
10.5,25.67,1.33,18.0,556.0,"1","1","0","0","1",0.0,"0"
58.74,2.67,0.0,17.0,489.0,"1","0","0","0","1",0.0,"0"
18.99,0.0,0.0,13.0,388.0,"1","0","0","0","0",0.0,"0"
53.29,12.33,3.33,17.0,505.0,"1","1","0","0","1",0.0,"0"
38.78,54.33,22.0,15.0,454.0,"1","0","0","0","0",0.0,"0"
39.11,0.0,0.0,13.0,366.0,"1","0","0","0","0",0.0,"0"
10.0,0.0,0.0,14.0,408.0,"1","0","0","0","0",0.0,"0"
57.86,32.33,6.67,11.0,345.0,"1","0","0","0","0",0.0,"0"
31.48,2.33,0.0,24.0,591.0,"1","0","0","1","1",0.0,"0"
47.66,66.0,10.0,22.0,583.0,"1","0","0","0","1",0.0,"0"
94.41,23.67,14.0,10.0,317.0,"1","0","0","0","0",0.0,"0"
39.99,62.0,7.33,19.0,552.0,"1","1","0","0","1",0.0,"0"
61.03,24.33,8.33,16.0,501.0,"1","0","1","0","1",0.0,"0"
78.69,10.0,6.0,11.0,320.0,"1","0","0","0","0",0.0,"0"
43.46,1.0,0.33,17.0,506.0,"1","1","0","0","1",0.0,"0"
43.74,22.67,15.67,19.0,573.0,"1","0","0","0","1",0.0,"0"
35.13,25.67,6.33,13.0,389.0,"1","0","0","0","0",0.0,"0"
30.5,3.0,0.0,17.0,519.0,"1","0","0","0","1",0.0,"0"
65.71,41.67,23.67,15.0,429.0,"1","0","0","0","0",0.0,"0"
40.49,6.67,0.0,17.0,508.0,"1","0","0","0","1",0.0,"0"
91.83,0.0,0.0,14.0,421.0,"1","0","0","0","1",0.0,"0"
105.53,0.0,0.0,8.0,241.0,"1","1","0","0","0",0.0,"0"
28.74,1.67,0.0,18.0,531.0,"1","1","1","1","1",0.0,"0"
50.03,2.0,0.0,35.0,684.0,"1","1","0","0","1",0.0,"0"
113.02,31.0,0.33,12.0,378.0,"1","1","0","0","1",0.0,"0"
17.76,4.33,1.33,53.0,807.0,"1","1","0","1","0",0.0,"0"
22.59,0.67,0.0,13.0,383.0,"1","0","0","0","0",0.0,"0"
72.42,0.0,0.0,11.0,308.0,"1","0","0","0","0",0.0,"0"
48.0,23.33,1.33,12.0,349.0,"1","0","0","0","0",0.0,"0"
56.65,45.33,12.67,18.0,539.0,"1","0","0","0","1",0.0,"0"
